zipcode,year,mentions
11234,2008,73
11208,2008,4
11206,2008,15
11211,2008,48
11211,2008,50
11251,2008,27
11230,2008,8
11209,2008,6
10002,2008,143
10033,2008,145
10034,2008,27
10031,2008,32
10027,2008,3
10030,2008,2
10029,2008,61
10075,2008,255
10128,2008,12
10021,2008,5
10044,2008,29
10024,2008,171
10023,2008,44
10018,2008,173
10036,2008,271
11354,2008,17
10314,2008,812
10012,2008,497
10009,2008,510
10002,2008,538
10013,2008,344
10013,2008,44
10012,2008,689
10014,2008,356
10025,2008,0
10027,2008,70
10010,2008,82
10280,2008,29
10005,2008,71
11103,2008,150
11377,2008,91
11372,2008,28
11373,2008,38
11414,2008,6
11368,2008,0
11375,2008,40
11415,2008,24
11418,2008,25
11354,2008,7
11101,2008,214
11104,2008,113
11369,2008,3
11378,2008,7
11385,2008,79
11385,2008,60
11374,2008,9
11421,2008,4
11417,2008,8
11420,2008,1
11356,2008,7
11357,2008,31
11361,2008,85
11358,2008,4
11363,2008,11
11363,2008,8
11004,2008,3
11426,2008,14
11367,2008,0
11365,2008,4
11435,2008,7
11432,2008,6
11364,2008,0
11428,2008,24
11423,2008,30
11433,2008,10
11412,2008,47
11434,2008,14
11413,2008,9
11411,2008,1
11422,2008,51
11691,2008,20
11693,2008,1
11697,2008,1
11105,2008,45
11357,2008,0
11360,2008,3
11691,2008,3
11692,2008,0
11694,2008,0
11694,2008,0
11354,2008,7
11004,2008,13
11423,2008,0
11432,2008,0
11355,2008,2
11432,2008,90
11106,2008,9
11414,2008,3
11422,2008,4
11368,2008,2
11694,2008,2
11694,2008,5
11692,2008,48
11413,2008,23
11427,2008,2
11368,2008,1
11375,2008,3
10301,2008,21
10301,2008,8
10304,2008,8
10305,2008,2
10310,2008,1
10304,2008,1
10304,2008,0
10305,2008,6
10310,2008,1
10303,2008,0
10303,2008,0
10314,2008,2
10314,2008,1
10314,2008,2
10306,2008,5
10306,2008,6
10308,2008,6
10312,2008,0
10312,2008,0
10309,2008,2
10307,2008,9
10301,2008,1
10301,2008,0
11104,2008,11
11226,2008,7
11203,2008,17
11203,2008,12
10304,2008,2
10314,2008,0
10314,2008,2
10303,2008,1
10305,2008,0
10305,2008,0
10304,2008,0
10305,2008,0
10306,2008,4
10306,2008,0
10306,2008,0
11360,2008,0
10312,2008,5
10309,2008,0
10309,2008,0
10309,2008,4
10309,2008,0
10312,2008,1
10312,2008,0
10314,2008,0
10314,2008,0
10314,2008,3
10314,2008,0
10128,2008,4
10009,2008,18
10007,2008,21
10001,2008,17
10306,2008,42
10305,2008,1
10304,2008,1
10304,2008,3
10301,2008,0
10301,2008,0
10303,2008,2
10302,2008,0
11236,2008,1
11207,2008,4
11236,2008,0
11234,2008,7
11432,2008,1
11365,2008,11
11365,2008,2
11370,2008,0
10456,2008,0
10451,2008,0
10452,2008,0
10453,2008,1
10022,2008,7
11101,2008,5
10017,2008,11
10016,2008,6
10009,2008,9
10011,2008,71
11104,2008,4
11101,2008,0
11201,2008,82
11201,2008,6
11213,2008,12
11233,2008,0
11201,2008,136
10314,2008,0
10314,2008,9
10309,2008,1
10306,2008,0
11697,2008,3
11229,2008,1
11379,2008,13
10309,2008,1
10306,2008,0
10309,2008,1
11357,2008,1
11207,2008,6
11229,2008,0
10466,2009,13
10475,2009,4
10466,2009,2
10471,2009,1
10471,2009,74
10463,2009,19
10463,2009,1
10470,2009,14
10467,2009,17
10467,2009,0
10469,2009,1
10461,2009,2
10464,2009,9
10458,2009,57
10453,2009,2
10453,2009,3
10458,2009,76
10460,2009,6
10460,2009,1
10452,2009,0
10456,2009,10
10454,2009,17
10454,2009,1
10455,2009,12
10474,2009,10
10459,2009,23
10473,2009,5
10473,2009,1
10465,2009,5
10465,2009,32
10462,2009,0
10461,2009,3
10462,2009,1
10461,2009,9
10458,2009,10
10463,2009,1
10471,2009,1
10461,2009,12
10465,2009,0
10465,2009,0
10473,2009,2
10467,2009,1
10469,2009,1
10456,2009,71
10472,2009,1
10466,2009,1
11209,2009,30
11214,2009,15
11220,2009,47
11222,2009,88
11223,2009,3
11235,2009,48
11235,2009,20
11230,2009,0
11230,2009,117
11213,2009,83
11203,2009,14
11218,2009,44
11215,2009,8
11238,2009,33
11212,2009,36
11211,2009,439
11221,2009,124
11221,2009,117
11201,2009,114
11201,2009,48
11231,2009,44
11231,2009,92
11215,2009,94
11205,2009,191
11215,2009,181
11208,2009,5
11208,2009,29
11239,2009,0
11236,2009,8
11234,2009,6
11234,2009,0
11235,2009,13
11224,2009,171
11214,2009,1
11219,2009,7
11228,2009,3
11229,2009,1
11234,2009,7
11205,2009,65
11224,2009,0
11201,2009,91
11217,2009,29
11225,2009,5
11233,2009,0
11208,2009,4
11234,2009,0
11230,2009,18
11226,2009,3
11234,2009,65
11208,2009,3
11206,2009,7
11211,2009,61
11211,2009,39
11251,2009,53
11230,2009,16
11209,2009,4
10002,2009,122
10033,2009,92
10034,2009,48
10031,2009,18
10027,2009,9
10030,2009,7
10029,2009,45
10075,2009,265
10128,2009,12
10021,2009,24
10044,2009,18
10024,2009,185
10023,2009,17
10018,2009,123
10036,2009,245
11354,2009,25
10314,2009,617
10012,2009,418
10009,2009,368
10002,2009,458
10013,2009,216
10013,2009,43
10012,2009,433
10014,2009,195
10025,2009,2
10027,2009,41
10010,2009,79
10280,2009,41
10005,2009,66
11103,2009,109
11377,2009,111
11372,2009,35
11373,2009,26
11414,2009,4
11368,2009,0
11375,2009,38
11415,2009,42
11418,2009,40
11354,2009,0
11101,2009,192
11104,2009,66
11369,2009,2
11378,2009,6
11385,2009,32
11385,2009,46
11374,2009,4
11421,2009,12
11417,2009,7
11420,2009,2
11356,2009,7
11357,2009,56
11361,2009,72
11358,2009,1
11363,2009,4
11363,2009,5
11004,2009,3
11426,2009,3
11367,2009,7
11365,2009,4
11435,2009,9
11432,2009,6
11364,2009,0
11428,2009,21
11423,2009,58
11433,2009,4
11412,2009,57
11434,2009,18
11413,2009,5
11411,2009,3
11422,2009,39
11691,2009,9
11693,2009,2
11697,2009,2
11105,2009,35
11357,2009,0
11360,2009,3
11691,2009,1
11692,2009,2
11694,2009,2
11694,2009,0
11354,2009,16
11004,2009,10
11423,2009,0
11432,2009,1
11355,2009,0
11432,2009,65
11106,2009,16
11414,2009,3
11422,2009,7
11368,2009,1
11694,2009,0
11694,2009,2
11692,2009,62
11413,2009,22
11427,2009,2
11368,2009,0
11375,2009,2
10301,2009,20
10301,2009,2
10304,2009,3
10305,2009,3
10310,2009,1
10304,2009,1
10304,2009,1
10305,2009,6
10310,2009,2
10303,2009,0
10303,2009,1
10314,2009,0
10314,2009,0
10314,2009,1
10306,2009,0
10306,2009,6
10308,2009,3
10312,2009,1
10312,2009,2
10309,2009,4
10307,2009,5
10301,2009,1
10301,2009,1
11104,2009,8
11226,2009,15
11203,2009,16
11203,2009,11
10304,2009,1
10314,2009,0
10314,2009,1
10303,2009,2
10305,2009,0
10305,2009,1
10304,2009,0
10305,2009,0
10306,2009,0
10306,2009,0
10306,2009,0
11360,2009,0
10312,2009,5
10309,2009,0
10309,2009,0
10309,2009,1
10309,2009,0
10312,2009,0
10312,2009,0
10314,2009,0
10314,2009,0
10314,2009,4
10314,2009,0
10128,2009,2
10009,2009,19
10007,2009,19
10001,2009,8
10306,2009,22
10305,2009,0
10304,2009,2
10304,2009,0
10301,2009,1
10301,2009,0
10303,2009,2
10302,2009,0
11236,2009,0
11207,2009,3
11236,2009,0
11234,2009,5
11432,2009,0
11365,2009,8
11365,2009,1
11370,2009,0
10456,2009,0
10451,2009,3
10452,2009,1
10453,2009,7
10022,2009,6
11101,2009,8
10017,2009,2
10016,2009,3
10009,2009,9
10011,2009,64
11104,2009,1
11101,2009,0
11201,2009,42
11201,2009,9
11213,2009,4
11233,2009,0
11201,2009,104
10314,2009,0
10314,2009,3
10309,2009,0
10306,2009,2
11697,2009,4
11229,2009,3
11379,2009,4
10309,2009,0
10306,2009,0
10309,2009,0
11357,2009,0
11207,2009,12
11229,2009,0
10466,2010,8
10475,2010,6
10466,2010,12
10471,2010,4
10471,2010,46
10463,2010,10
10463,2010,1
10470,2010,27
10467,2010,16
10467,2010,2
10469,2010,3
10461,2010,2
10464,2010,74
10458,2010,33
10453,2010,1
10453,2010,4
10458,2010,96
10460,2010,7
10460,2010,4
10452,2010,1
10456,2010,13
10454,2010,19
10454,2010,2
10455,2010,17
10474,2010,16
10459,2010,20
10473,2010,3
10473,2010,0
10465,2010,2
10465,2010,25
10462,2010,7
10461,2010,5
10462,2010,2
10461,2010,4
10458,2010,9
10463,2010,0
10471,2010,1
10461,2010,15
10465,2010,0
10465,2010,0
10473,2010,5
10467,2010,0
10469,2010,1
10456,2010,55
10472,2010,0
10466,2010,2
11209,2010,42
11214,2010,17
11220,2010,51
11222,2010,88
11223,2010,5
11235,2010,30
11235,2010,22
11230,2010,0
11230,2010,125
11213,2010,90
11203,2010,12
11218,2010,42
11215,2010,13
11238,2010,50
11212,2010,29
11211,2010,503
11221,2010,100
11221,2010,83
11201,2010,107
11201,2010,65
11231,2010,58
11231,2010,94
11215,2010,91
11205,2010,184
11215,2010,199
11208,2010,13
11208,2010,17
11239,2010,1
11236,2010,8
11234,2010,12
11234,2010,0
11235,2010,19
11224,2010,207
11214,2010,4
11219,2010,9
11228,2010,6
11229,2010,1
11234,2010,10
11205,2010,60
11224,2010,0
11201,2010,97
11217,2010,44
11225,2010,2
11233,2010,2
11208,2010,4
11234,2010,1
11230,2010,23
11226,2010,2
11234,2010,63
11208,2010,2
11206,2010,15
11211,2010,51
11211,2010,50
11251,2010,33
11230,2010,5
11209,2010,7
10002,2010,119
10033,2010,80
10034,2010,35
10031,2010,14
10027,2010,2
10030,2010,7
10029,2010,84
10075,2010,314
10128,2010,17
10021,2010,13
10044,2010,22
10024,2010,198
10023,2010,13
10018,2010,147
10036,2010,246
11354,2010,14
10314,2010,732
10012,2010,387
10009,2010,376
10002,2010,395
10013,2010,259
10013,2010,62
10012,2010,499
10014,2010,208
10025,2010,2
10027,2010,46
10010,2010,84
10280,2010,40
10005,2010,84
11103,2010,133
11377,2010,138
11372,2010,33
11373,2010,25
11414,2010,8
11368,2010,0
11375,2010,31
11415,2010,44
11418,2010,26
11354,2010,1
11101,2010,189
11104,2010,64
11369,2010,2
11378,2010,4
11385,2010,34
11385,2010,58
11374,2010,8
11421,2010,15
11417,2010,7
11420,2010,3
11356,2010,13
11357,2010,56
11361,2010,87
11358,2010,4
11363,2010,20
11363,2010,7
11004,2010,1
11426,2010,5
11367,2010,1
11365,2010,4
11435,2010,6
11432,2010,5
11364,2010,0
11428,2010,14
11423,2010,84
11433,2010,10
11412,2010,73
11434,2010,106
11413,2010,5
11411,2010,6
11422,2010,50
11691,2010,17
11693,2010,2
11697,2010,4
11105,2010,35
11357,2010,1
11360,2010,9
11691,2010,0
11692,2010,3
11694,2010,1
11694,2010,1
11354,2010,6
11004,2010,16
11423,2010,2
11432,2010,4
11355,2010,0
11432,2010,128
11106,2010,15
11414,2010,0
11422,2010,6
11368,2010,0
11694,2010,2
11694,2010,6
11692,2010,63
11413,2010,31
11427,2010,5
11368,2010,0
11375,2010,1
10301,2010,26
10301,2010,0
10304,2010,8
10305,2010,8
10310,2010,3
10304,2010,2
10304,2010,4
10305,2010,8
10310,2010,8
10303,2010,0
10303,2010,0
10314,2010,0
10314,2010,1
10314,2010,0
10306,2010,4
10306,2010,3
10308,2010,0
10312,2010,2
10312,2010,0
10309,2010,2
10307,2010,10
10301,2010,4
10301,2010,2
11104,2010,10
11226,2010,5
11203,2010,18
11203,2010,23
10304,2010,3
10314,2010,2
10314,2010,0
10303,2010,1
10305,2010,0
10305,2010,2
10304,2010,0
10305,2010,2
10306,2010,2
10306,2010,0
10306,2010,0
11360,2010,0
10312,2010,2
10309,2010,0
10309,2010,0
10309,2010,2
10309,2010,0
10312,2010,2
10312,2010,0
10314,2010,0
10314,2010,0
10314,2010,1
10314,2010,1
10128,2010,3
10009,2010,7
10007,2010,32
